time,pwm,distance,angle,control,velocity,target
1703003592074021601,759828,0.787297248840332,575267,759828.25,8.144270896911621,True
1703003592173530842,742097,0.7589613199234009,582025,742097.0625,8.336124420166016,True
1703003592274373879,585000,0.6304723620414734,594792,585000.0,8.40285587310791,True
1703003592379570231,758894,0.5781592726707458,606805,758894.8125,8.142687797546387,True
1703003592471566175,746457,0.7955567836761475,597876,746457.5,8.172050476074219,True
1703003592573763120,585000,0.7005966305732727,592669,585000.0,8.150296211242676,True
1703003592673794749,755569,0.8816685676574707,584472,755569.25,8.17922306060791,True
1703003592774031360,744444,0.7416571378707886,588229,744444.25,8.541793823242188,True
1703003592876555953,741900,0.7684392929077148,585247,741900.8125,8.146239280700684,True
1703003592975716693,770000,0.7972005009651184,581519,783696.875,8.470287322998047,True
1703003593082838934,742588,0.8023606538772583,578536,742588.625,8.720222473144531,True
1703003593177999582,742560,0.7167722582817078,580786,742560.75,8.875753402709961,True
1703003593287023434,585000,0.7284010052680969,559051,585000.0,9.8948392868042,True
1703003593373104767,720981,0.6941198706626892,574037,720981.125,9.440896034240723,True
1703003593487873971,718115,0.7420742511749268,596498,718115.125,9.041755676269531,True
1703003593581837619,727758,0.72185879945755,584512,727758.1875,9.193037033081055,True
1703003593680129563,720756,0.6613924503326416,592767,720756.4375,8.786432266235352,True
1703003593779671471,715000,0.5712081789970398,599539,715000.0,8.46985912322998,True
1703003593874054545,755730,0.6431315541267395,598068,755730.0,8.444436073303223,True
1703003593985629397,752419,0.6819186210632324,593649,752419.3125,8.493629455566406,True
1703003594161470748,719315,0.42475271224975586,596724,719315.8125,8.178869247436523,True
1703003594218962119,718062,0.3326466381549835,607251,718062.125,8.278580665588379,True
1703003594285427600,724394,0.23678696155548096,498797,724394.375,7.33789587020874,True
1703003594372974322,585000,0.04628610610961914,740240,585000.0,7.345678806304932,True
1703003594478659396,660000,0.05555150657892227,560000,715000.0,4.9629621505737305,False
1703003594572615989,660000,0.07974131405353546,560000,715000.0,1.7495951652526855,False
1703003594688040155,660000,0.14639821648597717,560000,715000.0,1.533595323562622,False
1703003594771492378,660000,0.09765877574682236,560000,715000.0,0.0,False
1703003594873942896,660000,0.09763424098491669,560000,715000.0,0.651377260684967,False
1703003594978147026,660000,0.09471478313207626,560000,715000.0,1.5994635820388794,False
1703003595071462692,660000,0.09468207508325577,560000,715000.0,0.0,False
1703003595177345692,660000,0.09778962284326553,560000,715000.0,0.887586772441864,False
1703003595278124192,660000,0.09683282673358917,560000,715000.0,0.0,False
1703003595377840192,660000,0.09473931789398193,560000,715000.0,0.0,False
1703003595474392618,660000,0.09388065338134766,560000,715000.0,0.0,False
1703003595578603655,660000,0.09248225390911102,560000,715000.0,0.0,False
1703003595681270655,660000,0.09422411769628525,560000,715000.0,0.0,False
1703003595779506118,660000,0.09339816868305206,560000,715000.0,0.0,False
1703003595883888655,660000,0.09717629104852676,560000,715000.0,0.0,False
1703003595978498932,660000,0.09355354309082031,560000,715000.0,0.0,False
1703003596083059636,660000,0.09265398979187012,560000,715000.0,0.0,False
1703003596176571117,660000,0.09631762653589249,560000,715000.0,0.0,False
1703003596276926173,660000,0.09634216129779816,560000,715000.0,0.1180310994386673,False
1703003596375533562,660000,0.0953526496887207,560000,715000.0,1.5718177556991577,False
1703003596477277321,660000,0.09721717983484268,560000,715000.0,0.0,False
1703003596587113691,660000,0.09630944579839706,560000,715000.0,0.0,False
1703003596673517321,660000,0.08690502494573593,560000,715000.0,0.0,False
1703003596781144839,660000,0.09454305469989777,560000,715000.0,0.0,False
1703003596879869321,660000,0.09444491565227509,560000,715000.0,0.0,False
1703003596973399691,660000,0.09711086750030518,560000,715000.0,0.0,False
1703003597077584043,660000,0.09714357554912567,560000,715000.0,0.0,False
1703003597181888858,660000,0.0963585153222084,560000,715000.0,0.0,False
1703003597280298339,660000,0.08991444110870361,560000,715000.0,0.0,False
1703003597374379191,660000,0.10385751724243164,560000,715000.0,0.0,False
1703003597482448857,660000,0.0953853577375412,560000,715000.0,0.0,False
1703003597572506117,660000,0.09449398517608643,560000,715000.0,0.10380655527114868,False
1703003597673902672,660000,0.09439585357904434,560000,715000.0,0.0,False
1703003597773635709,660000,0.09629309177398682,560000,715000.0,0.0,False
1703003597875019913,660000,0.09638305008411407,560000,715000.0,0.0,False
1703003597982212653,660000,0.0930301696062088,560000,715000.0,0.0,False
1703003598071406950,660000,0.09688188880681992,560000,715000.0,0.0,False
1703003598182262709,660000,0.1290123015642166,560000,715000.0,0.0,False
1703003598274461764,660000,0.08396103233098984,560000,715000.0,0.0,False
1703003598377677857,660000,0.08057544380426407,560000,715000.0,0.0,False
1703003598473920857,660000,0.07872726768255234,560000,715000.0,0.0,False
1703003598574506135,660000,1.5114539861679077,560000,716112.0,0.0,False
